회사명,종목코드,상장일,결산년도,결산월,업종,자산,부채,자본,매출액(수익),증감률,영업이익,증감률,당기순이익,증감률
화승알앤에이,378850,2021-03-15,2021,12월,자동차 신품 부품 제조업,"370,304,708","310,007,936","60,296,772","504,853,495",888,"5,197,126",888,"5,693,032",888
싸이버원,356890,2021-03-11,2021,12월,소프트웨어 개발 및 공급업,"30,157,557","3,311,972","26,845,585","22,185,766",7,"1,690,300",-22,"1,973,891",0
프레스티지바이오로직스,334970,2021-03-11,2021,12월,의약품 제조업,"206,768,009","99,936,054","106,831,954","3,226,838",888,"-26,836,889",-18,"-39,377,957",-26
나노씨엠에스,247660,2021-03-09,2021,12월,전자부품 제조업,"51,291,726","20,882,705","30,409,020","4,083,263",-3,"-982,579",-309,"-686,778",72
하나머스트7호스팩,372290,2021-03-05,2021,12월,금융 지원 서비스업,"8,432,170","753,052","7,679,118",0,0,"-15,077",-350,"-4,097",-1
뷰노,338220,2021-02-26,2021,12월,소프트웨어 개발 및 공급업,"35,756,682","13,000,055","22,756,626","2,247,880",78,"-17,606,487",-81,"-19,349,539",-74
하인크코리아,373200,2021-02-26,2021,12월,그외 기타 제품 제조업,"7,774,880","1,185,952","6,588,927",0,0,"-86,131",-616,"-63,639",-417
유일에너테크,340930,2021-02-25,2021,12월,특수 목적용 기계 제조업,"89,006,749","42,568,670","46,438,079","29,243,193",-50,"-5,764,222",-174,"-2,213,863",-146
씨이랩,189330,2021-02-24,2021,12월,소프트웨어 개발 및 공급업,"31,357,987","6,829,452","24,528,535","5,777,876",-48,"-2,006,226",-390,"-2,135,629",-405
오로스테크놀로지,322310,2021-02-24,2021,12월,특수 목적용 기계 제조업,"74,884,135","10,414,608","64,469,526","39,563,686",125,"1,956,162",10,"1,837,518",62
피엔에이치테크,239890,2021-02-16,2021,12월,기초 화학물질 제조업,"34,211,667","14,860,832","19,350,835","24,058,981",181,"3,653,359",372,"3,634,200",163
모비데이즈,363260,2021-02-10,2021,12월,광고업,"14,586,161","1,940,399","12,645,763",0,0,"-69,478",-245,"-34,573",-49
프레스티지바이오파마,950210,2021-02-05,2021,06월,자연과학 및 공학 연구개발업,"605,328,448","28,556,807","576,771,641",0,0,"-17,500,237",-63,"-6,357,346",56
아이퀘스트,262840,2021-02-05,2021,12월,소프트웨어 개발 및 공급업,"53,238,818","11,400,049","41,838,769","15,677,473",2,"3,608,950",-26,"3,523,181",-31
신한제7호스팩,366330,2021-02-04,2021,12월,금융 지원 서비스업,"9,791,341","1,163,027","8,628,314",0,0,"-252,403","-1,178","-205,546",-551
와이더플래닛,321820,2021-02-03,2021,12월,소프트웨어 개발 및 공급업,"51,947,241","30,105,947","21,841,294","29,995,485",4,"-4,441,611",-37,"-8,051,441",-148
레인보우로보틱스,277810,2021-02-03,2021,12월,특수 목적용 기계 제조업,"63,832,273","15,975,627","47,856,646","8,969,575",65,"-1,021,746",24,"-7,843,397",-457
솔루엠,248070,2021-02-02,2021,12월,전자부품 제조업,"336,635,050","117,710,870","218,924,181","621,506,310",-16,"7,905,512",-60,"9,016,051",-4
핑거,163730,2021-01-29,2021,12월,소프트웨어 개발 및 공급업,"66,882,070","21,914,580","44,967,490","90,942,834",57,"6,205,653",104,"706,973",-75
씨앤투스성진,352700,2021-01-28,2021,12월,기타 섬유제품 제조업,"178,329,100","29,538,121","148,790,979","152,265,132",2,"50,047,554",-22,"41,405,520",50
모비릭스,348030,2021-01-28,2021,12월,소프트웨어 개발 및 공급업,"80,500,742","6,890,134","73,610,608","56,717,886",29,"10,037,220",-2,"9,951,709",22
선진뷰티사이언스,086710,2021-01-27,2021,12월,기타 화학제품 제조업,"103,135,551","57,972,173","45,163,377","45,926,732",5,"3,065,994",-2,"1,469,599",-35
DL이앤씨,375500,2021-01-25,2021,12월,토목 건설업,"6,870,763,336","3,076,970,613","3,793,792,723","5,249,399,460",888,"679,718,390",888,"462,354,436",888
엔비티,236810,2021-01-21,2021,12월,광고업,"76,296,896","35,035,769","41,261,127","79,610,150",80,"2,818,740",332,"1,808,481",-14
파이버프로,368770,2021-01-21,2021,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","9,408,346","741,587","8,666,758",0,0,"-71,670",-534,"-36,424",-246
나우코스,257990,2020-12-30,2021,12월,기타 화학제품 제조업,"30,396,611","24,519,874","5,876,737","42,712,313",-10,"53,093",-98,"84,627",-94
베른,322190,2020-12-29,2021,12월,자동차 차체 및 트레일러 제조업,"5,670,022","4,175,294","1,494,727","9,088,622",-9,"-2,960,217",-44,"-3,573,082",-89
유안타제7호스팩,367460,2020-12-28,2021,12월,금융 지원 서비스업,"11,351,046","1,529,930","9,821,117",0,0,"-44,042",-62,"5,821",122
루트락,253610,2020-12-24,2021,12월,기타 전문 도매업,"12,770,643","10,592,948","2,177,695","5,160,689",-1,"-2,681,798",-136,"-3,086,838",-172
지놈앤컴퍼니,314130,2020-12-23,2021,12월,기초 의약물질 및 생물학적 제제 제조업,"95,756,036","6,928,515","88,827,521","451,246",199,"-31,005,644",-36,"-30,723,741",-2
석경에이티,357550,2020-12-23,2021,12월,기초 화학물질 제조업,"26,412,703","2,757,756","23,654,947","9,005,523",35,"2,863,557",90,"3,065,088",201
블리츠웨이,369370,2020-12-23,2021,12월,"인형,장난감 및 오락용품 제조업","20,557,689","4,254,460","16,303,229","15,850,396",24,"3,062,841",-5,"-11,035,682",-433
프리시젼바이오,335810,2020-12-22,2021,12월,의료용 기기 제조업,"53,858,208","16,622,741","37,235,466","10,832,200",120,"-4,936,659",-165,"-5,221,931",3
하이딥,365590,2020-12-21,2021,12월,반도체 제조업,"9,882,163","1,792,403","8,089,761",0,0,"-39,878",-17,"2,756",108
알체라,347860,2020-12-21,2021,12월,소프트웨어 개발 및 공급업,"74,379,699","57,834,726","16,544,973","10,000,675",119,"-11,260,266",-120,"-13,603,129",-262
에프앤가이드,064850,2020-12-17,2021,12월,기타 정보 서비스업,"95,054,979","44,472,047","50,582,933","25,524,250",21,"5,113,356",16,"5,468,770",16
에이치엠씨제5호스팩,353060,2020-12-16,2021,12월,금융 지원 서비스업,"12,146,150","2,073,995","10,072,154",0,0,"-29,126",-68,"17,819",152
티엘비,356860,2020-12-14,2021,12월,전자부품 제조업,"124,694,488","41,016,725","83,677,763","178,099,830",-3,"13,434,430",-10,"12,570,042",7
씨엔티드림,286000,2020-12-11,2021,12월,기타 화학제품 제조업,"17,756,572","13,476,483","4,280,088","14,736,591",-29,"-3,135,968",38,"-3,361,433",44
인바이오,352940,2020-12-11,2021,12월,"비료, 농약 및 살균, 살충제 제조업","90,604,741","40,689,449","49,915,292","33,466,015",-3,"1,121,784",-72,"5,245,049",217
엔젠바이오,354200,2020-12-10,2021,12월,"그외 기타 전문, 과학 및 기술 서비스업","43,867,227","9,869,483","33,997,744","7,163,197",188,"-8,731,828",-43,"-8,431,082",-2
퀀타매트릭스,317690,2020-12-09,2021,12월,의료용 기기 제조업,"69,041,268","4,719,441","64,321,828","391,868",-77,"-16,300,946",-25,"-16,021,549",-24
DB금융스팩8호,367340,2020-12-09,2021,12월,기타 금융업,"11,848,346","893,277","10,955,069",0,0,"-25,882",6,"38,680",300
명신산업,009900,2020-12-07,2021,12월,자동차 신품 부품 제조업,"225,143,675","53,588,247","171,555,428","159,989,292",7,"10,554,674",370,"11,196,766",108
클리노믹스,352770,2020-12-04,2021,12월,의료용품 및 기타 의약 관련제품 제조업,"70,391,834","31,579,229","38,812,605","9,045,599",11,"-6,923,665",37,"-4,580,696",62
포인트모바일,318020,2020-12-03,2021,12월,컴퓨터 및 주변장치 제조업,"92,954,740","45,867,670","47,087,070","76,830,959",59,"-706,590",-259,"-3,805,685",79
엔에프씨,265740,2020-12-02,2021,12월,기타 화학제품 제조업,"68,444,087","12,156,575","56,287,512","39,469,858",18,"5,458,643",16,"5,824,049",545
앱코,129890,2020-12-02,2021,12월,컴퓨터 및 주변장치 제조업,"124,184,059","51,074,322","73,109,737","101,831,878",-33,"-9,149,000",-139,"-7,106,999",-139
제일전기공업,199820,2020-11-26,2021,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","151,163,126","35,110,244","116,052,882","147,231,157",-2,"12,856,106",-32,"12,908,575",-10
하나기술,299030,2020-11-25,2021,12월,특수 목적용 기계 제조업,"188,504,678","120,681,192","67,823,487","112,376,206",28,"-5,446,374",-15,"-3,042,208",90
티앤엘,340570,2020-11-20,2021,12월,의료용품 및 기타 의약 관련제품 제조업,"98,259,627","8,170,381","90,089,245","71,895,452",77,"22,207,617",136,"19,584,603",95
에이플러스에셋,244920,2020-11-20,2021,12월,보험 및 연금관련 서비스업,"163,625,949","66,635,552","96,990,397","218,381,707",-10,"9,095,661",-62,"8,664,872",-60
고바이오랩,348150,2020-11-18,2021,12월,자연과학 및 공학 연구개발업,"100,242,225","12,856,891","87,385,334","2,893,329",-37,"-11,047,248",-8,"-17,475,045",69
네패스아크,330860,2020-11-17,2021,12월,"그외 기타 전문, 과학 및 기술 서비스업","417,541,243","216,541,901","200,999,342","114,206,894",68,"26,919,156",211,"24,596,454",170
교촌에프앤비,339770,2020-11-12,2021,12월,음·식료품 및 담배 도매업,"217,293,174","59,245,090","158,048,084","493,460,740",13,"27,958,764",-2,"22,207,162",31
소룩스,290690,2020-11-06,2021,12월,전구 및 조명장치 제조업,"73,881,140","25,944,002","47,937,138","70,010,754",21,"5,055,687",0,"4,156,650",-6
위드텍,348350,2020-10-30,2021,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","124,570,642","25,918,250","98,652,392","67,292,670",23,"8,771,085",0,"10,879,745",28
센코,347000,2020-10-29,2021,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","68,476,312","27,559,559","40,916,753","22,554,919",12,"2,156,946",83,"2,492,256",126
바이브컴퍼니,301300,2020-10-28,2021,12월,소프트웨어 개발 및 공급업,"95,993,420","65,043,394","30,950,025","44,248,008",73,"-6,763,955",-101,"-7,212,395",-220
원포유,122830,2020-10-23,2021,12월,전기 통신업,"17,467,584","8,635,596","8,831,987","8,957,570",30,"2,573,693",100,"2,236,522",110
미코바이오메드,214610,2020-10-22,2021,12월,의료용 기기 제조업,"87,756,043","36,144,950","51,611,093","30,302,076",-33,"-10,182,748",-386,"-10,703,549",-56
피플바이오,304840,2020-10-19,2021,12월,의료용품 및 기타 의약 관련제품 제조업,"47,992,833","31,077,782","16,915,051","164,939",-67,"-6,414,695",-40,"-4,697,105",-7
하이브,352820,2020-10-15,2021,12월,오디오물 출판 및 원판 녹음업,"3,990,363,071","1,335,320,654","2,655,042,417","536,640,323",18,"29,917,861",-65,"11,228,337",-79
넥스틴,348210,2020-10-08,2021,12월,특수 목적용 기계 제조업,"75,853,914","10,217,780","65,636,134","57,108,752",15,"22,193,889",25,"18,251,476",26
원방테크,053080,2020-09-24,2021,12월,일반 목적용 기계 제조업,"169,505,777","39,412,263","130,093,514","144,456,745",-11,"11,228,761",26,"7,459,527",0
비나텍,126340,2020-09-23,2021,12월,일차전지 및 축전지 제조업,"98,115,988","46,370,435","51,745,553","48,923,179",4,"4,780,377",-25,"5,845,790",84
씨엔알리서치,359090,2020-09-23,2021,12월,"그외 기타 전문, 과학 및 기술 서비스업","72,160,734","40,637,107","31,523,627","43,099,291",26,"6,125,544",21,"-2,661,894",-207
박셀바이오,323990,2020-09-22,2021,12월,자연과학 및 공학 연구개발업,"31,276,359","1,195,975","30,080,383",0,0,"-5,904,060",-38,"-4,762,779",-19
티와이홀딩스,363280,2020-09-22,2021,12월,기타 금융업,"974,191,199","136,289,481","837,901,717","17,270,246",888,"11,136,832",591,"6,600,299",370
비비씨,318410,2020-09-21,2021,12월,그외 기타 제품 제조업,"78,429,487","4,283,458","74,146,029","24,084,349",13,"3,987,877",-14,"4,098,553",-51
교보10호기업인수목적,355150,2020-09-18,2021,12월,기타 금융업,"9,820,843","872,626","8,948,217",0,0,"-43,082",23,"-13,344",65
핌스,347770,2020-09-18,2021,12월,전자부품 제조업,"85,295,981","27,718,670","57,577,312","63,751,863",64,"7,699,579",77,"8,177,287",57
압타머사이언스,291650,2020-09-16,2021,12월,자연과학 및 공학 연구개발업,"33,261,594","1,800,433","31,461,161","269,275",17,"-4,067,106",-3,"-3,831,059",0
이오플로우,294090,2020-09-14,2021,12월,의료용 기기 제조업,"60,120,796","43,072,095","17,048,701","693,268","3,101","-20,290,143",-86,"-29,632,844",-51
카카오게임즈,293490,2020-09-10,2021,12월,소프트웨어 개발 및 공급업,"2,217,251,005","723,747,065","1,493,503,940","793,144,082",109,"78,819,230",11,"27,683,669",-68
피엔케이피부임상연구센타,347740,2020-09-09,2021,12월,"그외 기타 전문, 과학 및 기술 서비스업","67,093,588","4,026,685","63,066,903","17,487,133",19,"6,461,017",-10,"7,293,214",8
미래에셋대우스팩 5호,353490,2020-08-28,2021,12월,금융 지원 서비스업,"11,660,458","1,995,540","9,664,918",0,0,"-84,811",-49,"-48,287",0
아이디피,332370,2020-08-24,2021,12월,컴퓨터 및 주변장치 제조업,"45,793,723","4,643,420","41,150,304","21,936,524",28,"3,169,830",54,"4,256,704",162
셀레믹스,331920,2020-08-21,2021,12월,기초 의약물질 및 생물학적 제제 제조업,"26,897,769","3,511,602","23,386,167","8,084,279",53,"-5,979,514",-22,"-5,237,889",-11
미투젠,950190,2020-08-18,2021,12월,소프트웨어 개발 및 공급업,"121,250,000","5,711,000","115,539,000","94,001,000",-16,"34,795,000",-23,"28,429,000",-24
데이드림엔터,348840,2020-08-18,2021,12월,"영화, 비디오물, 방송프로그램 제작 및 배급업","2,490,085","7,654,418","-5,164,334","82,654",-86,"-1,937,385",26,"-2,072,915",22
브랜드엑스코퍼레이션,337930,2020-08-13,2021,12월,기타 정보 서비스업,"87,882,186","17,914,055","69,968,131","147,770,294",23,"12,216,541",85,"10,757,193",95
영림원소프트랩,060850,2020-08-12,2021,12월,소프트웨어 개발 및 공급업,"54,333,037","18,570,784","35,762,253","47,533,372",8,"4,260,148",1,"4,465,587",-1
한국파마,032300,2020-08-10,2021,12월,의약품 제조업,"129,401,352","71,934,145","57,467,207","79,576,700",11,"5,014,073",8,"6,368,340",101
솔브레인,357780,2020-08-06,2021,12월,기타 화학제품 제조업,"726,019,568","128,227,357","597,792,211","980,599,404",116,"169,438,269",75,"139,759,757",131
이루다,164060,2020-08-06,2021,12월,의료용 기기 제조업,"69,009,903","34,426,100","34,583,803","31,243,842",48,"4,626,205",29,"3,157,223",-32
와이팜,332570,2020-07-31,2021,12월,전자부품 제조업,"107,498,205","21,556,667","85,941,538","57,780,320",54,"461,902",112,"-7,383,680",-179
이엔드디,101360,2020-07-30,2021,12월,기타 화학제품 제조업,"116,936,724","45,658,396","71,278,328","77,437,484",-16,"7,904,619",-51,"9,949,945",179
엠투아이,347890,2020-07-29,2021,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","73,877,964","8,103,360","65,774,605","39,286,972",18,"11,510,283",6,"10,028,297",0
에이치엠씨제4호스팩,353070,2020-07-29,2021,12월,금융 지원 서비스업,"9,679,888","1,420,641","8,259,247",0,0,"-23,709",0,"7,352",150
더네이쳐홀딩스,298540,2020-07-27,2021,12월,의복 액세서리 제조업,"376,607,183","155,880,556","220,726,627","369,046,243",26,"69,131,474",26,"58,606,976",52
제놀루션,225220,2020-07-24,2021,12월,기초 의약물질 및 생물학적 제제 제조업,"94,941,433","12,738,160","82,203,272","72,834,041",-14,"41,281,484",-23,"34,394,097",7
하나금융16호스팩,343510,2020-07-23,2021,12월,금융 지원 서비스업,"8,334,319","953,650","7,380,668",0,0,"-17,672",39,"-5,398",80
솔트룩스,304100,2020-07-23,2021,12월,소프트웨어 개발 및 공급업,"79,456,452","25,159,549","54,296,903","22,942,187",18,"-3,231,281","-4,951","-4,441,905",-849
바이오인프라생명과학,266470,2020-07-22,2021,12월,자연과학 및 공학 연구개발업,"6,870,723","4,339,180","2,531,543","1,426,440",36,"-4,321,414",-5,"-2,447,669",45
티에스아이,277880,2020-07-22,2021,12월,특수 목적용 기계 제조업,"123,773,424","83,261,683","40,511,741","67,319,918",47,"-90,125",90,"1,202,237",172
에이프로,262260,2020-07-16,2021,12월,기타 전기장비 제조업,"98,680,911","38,344,083","60,336,829","58,836,120",20,"-2,852,207",-287,"359,394",-73
IBKS제13호스팩,351340,2020-07-15,2021,12월,금융 지원 서비스업,"11,844,631","1,972,493","9,872,138",0,0,"-40,736",16,"-8,816",79
소마젠,950200,2020-07-13,2021,12월,"그외 기타 전문, 과학 및 기술 서비스업","49,538,919","15,393,361","34,145,558","28,591,651",50,"-7,733,852",24,"-7,061,473",67
신도기연,290520,2020-07-06,2021,12월,특수 목적용 기계 제조업,"81,232,679","19,067,673","62,165,006","39,460,285",-4,"-2,539,259",-1,"1,789,429",141
위더스제약,330350,2020-07-03,2021,12월,의약품 제조업,"118,979,070","38,073,847","80,905,224","57,418,806",119,"4,885,973",258,"4,263,801",128
에스케이바이오팜,326030,2020-07-02,2021,12월,자연과학 및 공학 연구개발업,"635,569,460","167,355,633","468,213,828","455,254,945",622,"142,907,326",164,"111,276,784",147
엠브레인,169330,2020-07-01,2021,06월,시장조사 및 여론조사업,"31,391,923","8,692,701","22,699,221","32,873,359",-11,"4,239,465",26,"3,284,866",28
젠큐릭스,229000,2020-06-25,2021,12월,의료용품 및 기타 의약 관련제품 제조업,"55,021,017","24,029,745","30,991,272","2,166,609",49,"-11,670,055",-31,"-34,666,542",-204
폭스소프트,354230,2020-06-25,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
무진메디,322970,2020-06-24,2021,12월,자연과학 및 공학 연구개발업,"8,034,947","4,839,534","3,195,413","7,200",-36,"-2,475,718",-26,"-2,510,603",-27
